Stage,ChangeList 1,ChangeList 2,ChangeList 3,Changelist Avg, ,Hashlite 1,Hashlite 2,Hashlite 3,Hashlite Avg, ,,
366,0.001,0.001,0.001,0.001, ,0,0,0.001,0.000333333, ,,
367,0.001,0.001,0.002,0.001333333, ,0,0,0,0, ,,
368,0.002,0.001,0.001,0.001333333, ,0.001,0.001,0.001,0.001, ,,
369,0.001,0.001,0.001,0.001, ,0,0,0,0, ,,
370,0.001,0.002,0.001,0.001333333, ,0.001,0.001,0.001,0.001, ,,
371,0.001,0.001,0.001,0.001, ,0,0,0,0, ,,
372,0.001,0.001,0.001,0.001, ,0,0.001,0.001,0.000666667, ,,
373,0.002,0.001,0.002,0.001666667, ,0.001,0,0,0.000333333, ,,
374,0.001,0.001,0.001,0.001, ,0,0.001,0.001,0.000666667, ,,
375,0.001,0.001,0.001,0.001, ,0.001,0,0,0.000333333, ,,
376,0.007,0.001,0.001,0.003, ,0,0,0.001,0.000333333, ,,
377,0.001,0.001,0.001,0.001, ,0,0.001,0,0.000333333, ,,
378,0.001,0.001,0.001,0.001, ,0.001,0,0.001,0.000666667, ,,
379,0.002,0.002,0.001,0.001666667, ,0,0.001,0.001,0.000666667, ,,
380,0.001,0.001,0.002,0.001333333, ,0.001,0,0,0.000333333, ,,
381,0.001,0.001,0.001,0.001, ,0,0.001,0.001,0.000666667, ,,
382,0.001,0.001,0.001,0.001, ,0.001,0,0,0.000333333, ,,
383,0.002,0.001,0.001,0.001333333, ,0,0.001,0.001,0.000666667, ,,
384,0.001,0.001,0.001,0.001, ,0.001,0,0,0.000333333, ,,
385,0.001,0.001,0.001,0.001, ,0,0.001,0.001,0.000666667, ,,
386,0.002,0.001,0.001,0.001333333, ,0.001,0.001,0.001,0.001, ,,
387,0.001,0.001,0.002,0.001333333, ,0,0.001,0.001,0.000666667, ,,
388,0.001,0.002,0.001,0.001333333, ,0.001,0,0,0.000333333, ,,
389,0.001,0.001,0.001,0.001, ,0.001,0.001,0.001,0.001, ,,
390,0.001,0.001,0.001,0.001, ,0,0.001,0.001,0.000666667, ,,
391,0.002,0.001,0.001,0.001333333, ,0.001,0,0,0.000333333, ,,
392,0.001,0.001,0.001,0.001, ,0,0.001,0.001,0.000666667, ,,
393,0.002,0.001,0.001,0.001333333, ,0.001,0,0.001,0.000666667, ,,
394,0.001,0.002,0.002,0.001666667, ,0,0.001,0,0.000333333, ,,
395,0.001,0.001,0.006,0.002666667, ,0.001,0,0.001,0.000666667, ,,
396,0.001,0.001,0.001,0.001, ,0,0.001,0.001,0.000666667, ,,
397,0.001,0.001,0.001,0.001, ,0.001,0.001,0.001,0.001, ,,
398,0.002,0.001,0.001,0.001333333, ,0,0,0.001,0.000333333, ,,
399,0.001,0.001,0.001,0.001, ,0.001,0.001,0.001,0.001, ,,
400,0.001,0.001,0.001,0.001, ,0.001,0.001,0.001,0.001, ,,
401,0.001,0.001,0.001,0.001, ,0,0.001,0.001,0.000666667, ,,
402,0.001,0.002,0.002,0.001666667, ,0.001,0,0,0.000333333, ,,
403,0.002,0.001,0.001,0.001333333, ,0.001,0.001,0.001,0.001, ,,
404,0.001,0.001,0.001,0.001, ,0,0.001,0.001,0.000666667, ,,
405,0.001,0.001,0.001,0.001, ,0.001,0.001,0.002,0.001333333, ,,
406,0.001,0.001,0.001,0.001, ,0.001,0.001,0.001,0.001, ,,
407,0.001,0.001,0.002,0.001333333, ,0.001,0,0.001,0.000666667, ,,
408,0.001,0.002,0.001,0.001333333, ,0,0.002,0.001,0.001, ,,
409,0.002,0.001,0.001,0.001333333, ,0.001,0.001,0.001,0.001, ,,
410,0.001,0.001,0.001,0.001, ,0.001,0,0,0.000333333, ,,
411,0.001,0.001,0.001,0.001, ,0,0.001,0.001,0.000666667, ,,
412,0.001,0.001,0.001,0.001, ,0.001,0.001,0.001,0.001, ,,
413,0.001,0.001,0.002,0.001333333, ,0.001,0.001,0.002,0.001333333, ,,
414,0.001,0.001,0.001,0.001, ,0,0,0.001,0.000333333, ,,
415,0.002,0.002,0.001,0.001666667, ,0.001,0.001,0.001,0.001, ,,
416,0.001,0.001,0.001,0.001, ,0.001,0.001,0.001,0.001, ,,
417,0.001,0.001,0.001,0.001, ,0.001,0.001,0.001,0.001, ,,
418,0.001,0.001,0.002,0.001333333, ,0,0.001,0.001,0.000666667, ,,
419,0.002,0.001,0.001,0.001333333, ,0.001,0.001,0.001,0.001, ,,
420,0.001,0.001,0.001,0.001, ,0.001,0.001,0.001,0.001, ,,
421,0.001,0.002,0.001,0.001333333, ,0.001,0,0.001,0.000666667, ,,
422,0.001,0.001,0.001,0.001, ,0.001,0.001,0.001,0.001, ,,
423,0.002,0.001,0.002,0.001666667, ,0,0.001,0.001,0.000666667, ,,
424,0.001,0.001,0.001,0.001, ,0.001,0.001,0.001,0.001, ,,
425,0.001,0.001,0.001,0.001, ,0,0.001,0.001,0.000666667, ,,
426,0.001,0.001,0.001,0.001, ,0.001,0.001,0.001,0.001, ,,
427,0.001,0.002,0.001,0.001333333, ,0.001,0.046,0,0.015666667, ,,
428,0.002,0.001,0.001,0.001333333, ,0,0.001,0.002,0.001, ,,
429,0.001,0.001,0.002,0.001333333, ,0.001,0.001,0,0.000666667, ,,
430,0.001,0.001,0.001,0.001, ,0.001,0.001,0.001,0.001, ,,
431,0.001,0.001,0.001,0.001, ,0,0.001,0.001,0.000666667, ,,
432,0.002,0.001,0.001,0.001333333, ,0.001,0,0.001,0.000666667, ,,
433,0.001,0.001,0.001,0.001, ,0.001,0.001,0.001,0.001, ,,
434,0.001,0.002,0.002,0.001666667, ,0,0.001,0.001,0.000666667, ,,
435,0.001,0.001,0.001,0.001, ,0.001,0.001,0.001,0.001, ,,
436,0.002,0.006,0.001,0.003, ,0.001,0.001,0.001,0.001, ,,
437,0.001,0.001,0.001,0.001, ,0,0.001,0,0.000333333, ,,
438,0.001,0.001,0.001,0.001, ,0.001,0,0.001,0.000666667, ,,
439,0.001,0.001,0.001,0.001, ,0,0.001,0.001,0.000666667, ,,
440,0.001,0.002,0.002,0.001666667, ,0.001,0.001,0.001,0.001, ,,
441,0.002,0.001,0.001,0.001333333, ,0.001,0.001,0.001,0.001, ,,
442,0.001,0.001,0.001,0.001, ,0,0,0.001,0.000333333, ,,
443,0.001,0.002,0.001,0.001333333, ,0.001,0.001,0.001,0.001, ,,
444,0.001,0.001,0.001,0.001, ,0.001,0.001,0,0.000666667, ,,
445,0.002,0.001,0.002,0.001666667, ,0,0,0.001,0.000333333, ,,
446,0.001,0.002,0.001,0.001333333, ,0.001,0.001,0.001,0.001, ,,
447,0.001,0.001,0.002,0.001333333, ,0,0,0,0, ,,
448,0.001,0.001,0.001,0.001, ,0,0.001,0.001,0.000666667, ,,
449,0.001,0.001,0.001,0.001, ,0.001,0,0.001,0.000666667, ,,
450,0.001,0.002,0.001,0.001333333, ,0,0.001,0,0.000333333, ,,
451,0.002,0.001,0.001,0.001333333, ,0.001,0,0.001,0.000666667, ,,
452,0.001,0.001,0.001,0.001, ,0,0.001,0,0.000333333, ,,
453,0.001,0.001,0.002,0.001333333, ,0.001,0.001,0.001,0.001, ,,
454,0.001,0.001,0.001,0.001, ,0,0,0.001,0.000333333, ,,
455,0.002,0.001,0.001,0.001333333, ,0.001,0.001,0,0.000666667, ,,
456,0.001,0.001,0.001,0.001, ,0,0,0.001,0.000333333, ,,
457,0.001,0.002,0.001,0.001333333, ,0.001,0.001,0.001,0.001, ,,
458,0.001,0.001,0.001,0.001, ,0,0.001,0.001,0.000666667, ,,
459,0.001,0.001,0.001,0.001, ,0.001,0,0,0.000333333, ,,
460,0.001,0.001,0.002,0.001333333, ,0.001,0.001,0.001,0.001, ,,
461,0.002,0.001,0.001,0.001333333, ,0,0.001,0.001,0.000666667, ,,
462,0.001,0.001,0.001,0.001, ,0.001,0,0.001,0.000666667, ,,
463,0.001,0.001,0.001,0.001, ,0.001,0.001,0.001,0.001, ,,
464,0.001,0.001,0.001,0.001, ,0,0.001,0.001,0.000666667, ,,
465,0.001,0.002,0.001,0.001333333, ,0.001,0.001,0.001,0.001, ,,
466,0.001,0.001,0.001,0.001, ,0.001,0.001,0.001,0.001, ,,
467,0.002,0.001,0.002,0.001666667, ,0,0.001,0.001,0.000666667, ,,
468,0.001,0.001,0.001,0.001, ,0.001,0,0.001,0.000666667, ,,
469,0.002,0.001,0.001,0.001333333, ,0.001,0.001,0.001,0.001, ,,
470,0.001,0.001,0.001,0.001, ,0.001,0.001,0.001,0.001, ,,
471,0.001,0.002,0.001,0.001333333, ,0,0.001,0.001,0.000666667, ,,
472,0.002,0.001,0.002,0.001666667, ,0.001,0.001,0.001,0.001, ,,
473,0.001,0.001,0.001,0.001, ,0,0,0.001,0.000333333, ,,
474,0.001,0.001,0.001,0.001, ,0.001,0.001,0,0.000666667, ,,
475,0.002,0.001,0.001,0.001333333, ,0.001,0.001,0.001,0.001, ,,
476,0.001,0.001,0.001,0.001, ,0,0.001,0.001,0.000666667, ,,
477,0.002,0.002,0.001,0.001666667, ,0.001,0.001,0.001,0.001, ,,
478,0.006,0.001,0.002,0.003, ,0.001,0,0.001,0.000666667, ,,
479,0.001,0.001,0.001,0.001, ,0,0.001,0.001,0.000666667, ,,
480,0.002,0.001,0.001,0.001333333, ,0.001,0.001,0,0.000666667, ,,
481,0.001,0.001,0.001,0.001, ,0,0,0.001,0.000333333, ,,
482,0.002,0.001,0.001,0.001333333, ,0.001,0.001,0.001,0.001, ,,
483,0.001,0.001,0.002,0.001333333, ,0.001,0.001,0.001,0.001, ,,
484,0.001,0.002,0.001,0.001333333, ,0,0,0.001,0.000333333, ,,
485,0.002,0.001,0.001,0.001333333, ,0.001,0.001,0.001,0.001, ,,
486,0.001,0.001,0.001,0.001, ,0,0.001,0.001,0.000666667, ,,
487,0.001,0.001,0.001,0.001, ,0.001,0,0.001,0.000666667, ,,
488,0.002,0.001,0.001,0.001333333, ,0.001,0.001,0.001,0.001, ,,
489,0.001,0.001,0.001,0.001, ,0,0.001,0,0.000333333, ,,
490,0.001,0.001,0.002,0.001333333, ,0.001,0,0.001,0.000666667, ,,
491,0.002,0.002,0.001,0.001666667, ,0,0.001,0.001,0.000666667, ,,
492,0.001,0.001,0.001,0.001, ,0.001,0.001,0.001,0.001, ,,
493,0.001,0.001,0.001,0.001, ,0.001,0.001,0.001,0.001, ,,
494,0.001,0.001,0.001,0.001, ,0,0,0.001,0.000333333, ,,
495,0.001,0.001,0.001,0.001, ,0.001,0.001,0.001,0.001, ,,
496,0.001,0.002,0.002,0.001666667, ,0.001,0.001,0.001,0.001, ,,
497,0.002,0.001,0.006,0.003, ,0.001,0.001,0.001,0.001, ,,
498,0.001,0.001,0.001,0.001, ,0,0.001,0.001,0.000666667, ,,
499,0.001,0.001,0.001,0.001, ,0.001,0.001,0.001,0.001, ,,
500,0.002,0.001,0.002,0.001666667, ,0.001,0,0.001,0.000666667, ,,
501,0.001,0.001,0.001,0.001, ,0,0.001,0.001,0.000666667, ,,
502,0.001,0.001,0.001,0.001, ,0.001,0.001,0.001,0.001, ,,
503,0.001,0.002,0.001,0.001333333, ,0,0,0.001,0.000333333, ,,
504,0.002,0.001,0.001,0.001333333, ,0.001,0.001,0,0.000666667, ,,
505,0.001,0.001,0.002,0.001333333, ,0,0.001,0.001,0.000666667, ,,
506,0.001,0.001,0.001,0.001, ,0.001,0,0.001,0.000666667, ,,
507,0.001,0.001,0.001,0.001, ,0.001,0.001,0.001,0.001, ,,
508,0.001,0.001,0.001,0.001, ,0,0.001,0.001,0.000666667, ,,
509,0.001,0.001,0.001,0.001, ,0.001,0.001,0.001,0.001, ,,
510,0.002,0.002,0.001,0.001666667, ,0.001,0,0.001,0.000666667, ,,
511,0.001,0.001,0.002,0.001333333, ,0,0.001,0.001,0.000666667, ,,
512,0.001,0.001,0.001,0.001, ,0.001,0.001,0.001,0.001, ,,
513,0.001,0.001,0.001,0.001, ,0.001,0.001,0.001,0.001, ,,
514,0.001,0.001,0.001,0.001, ,0.001,0.001,0.001,0.001, ,,
515,0.002,0.001,0.001,0.001333333, ,0,0.001,0.001,0.000666667, ,,
516,0.001,0.001,0.001,0.001, ,0.001,0.001,0.001,0.001, ,,
517,0.001,0.002,0.002,0.001666667, ,0.001,0.001,0.001,0.001, ,,
518,0.001,0.001,0.001,0.001, ,0,0.001,0.001,0.000666667, ,,
519,0.001,0.001,0.001,0.001, ,0.001,0,0.001,0.000666667, ,,
520,0.001,0.001,0.001,0.001, ,0.001,0.001,0.001,0.001, ,,
521,0.001,0.001,0.001,0.001, ,0,0.001,0.001,0.000666667, ,,
522,0.002,0.001,0.001,0.001333333, ,0.001,0,0.001,0.000666667, ,,
523,0.001,0.002,0.002,0.001666667, ,0,0.001,0.001,0.000666667, ,,
524,0.001,0.001,0.001,0.001, ,0.001,0.001,0,0.000666667, ,,
525,0.001,0.001,0.001,0.001, ,0.001,0,0.001,0.000666667, ,,
526,0.001,0.001,0.001,0.001, ,0,0.001,0.001,0.000666667, ,,
527,0.001,0.001,0.001,0.001, ,0.001,0.001,0.001,0.001, ,,
528,0.002,0.001,0.001,0.001333333, ,0,0,0.001,0.000333333, ,,
529,0.001,0.001,0.001,0.001, ,0.001,0.001,0.001,0.001, ,,
530,0.001,0.002,0.002,0.001666667, ,0,0.001,0.001,0.000666667, ,,
531,0.001,0.001,0.001,0.001, ,0.001,0,0.001,0.000666667, ,,
532,0.001,0.001,0.001,0.001, ,0.001,0.001,0.001,0.001, ,,
533,0.001,0.001,0.001,0.001, ,0,0.002,0,0.000666667, ,,
534,0.001,0.001,0.001,0.001, ,0.001,0,0.001,0.000666667, ,,
535,0.002,0.001,0.001,0.001333333, ,0.005,0.011,0.011,0.009, ,,
536,0.001,0.001,0.002,0.001333333, ,0.001,0,0.001,0.000666667, ,,
537,0.001,0.001,0.001,0.001, ,0,0.001,0.001,0.000666667, ,,
538,0.001,0.007,0.001,0.003, ,0.001,0,0,0.000333333, ,,
539,0.001,0.002,0.001,0.001333333, ,0,0.001,0.001,0.000666667, ,,
540,0.001,0.001,0.001,0.001, ,0,0,0,0, ,,
541,0.001,0.001,0.001,0.001, ,0.001,0.001,0.001,0.001, ,,
542,0.002,0.001,0.001,0.001333333, ,0,0,0,0, ,,
543,0.001,0.001,0.001,0.001, ,0,0.001,0.001,0.000666667, ,,
544,0.001,0.001,0.002,0.001333333, ,0.001,0.001,0,0.000666667, ,,
545,0.001,0.001,0.001,0.001, ,0,0,0.001,0.000333333, ,,
546,0.001,0.001,0.001,0.001, ,0.001,0.001,0,0.000666667, ,,
547,0.001,0.002,0.001,0.001333333, ,0,0,0.001,0.000333333, ,,
548,0.002,0.001,0.001,0.001333333, ,0,0.001,0,0.000333333, ,,
549,0.001,0.001,0.001,0.001, ,0.001,0.001,0.001,0.001, ,,
550,0.001,0.001,0.001,0.001, ,0,0,0,0, ,,
551,0.001,0.001,0.002,0.001333333, ,0,0.001,0.001,0.000666667, ,,
552,0.001,0.001,0.001,0.001, ,0.001,0,0,0.000333333, ,,
553,0.001,0.001,0.001,0.001, ,0,0,0.001,0.000333333, ,,
554,0.001,0.001,0.001,0.001, ,0.001,0.001,0,0.000666667, ,,
555,0.001,0.001,0.001,0.001, ,0,0,0.001,0.000333333, ,,
556,0.002,0.002,0.001,0.001666667, ,0,0.001,0,0.000333333, ,,
557,0.001,0.001,0.001,0.001, ,0.001,0,0.001,0.000666667, ,,
558,0.001,0.001,0.001,0.001, ,0,0.001,0,0.000333333, ,,
559,0.001,0.001,0.001,0.001, ,0,0,0.001,0.000333333, ,,
560,0.001,0.001,0.002,0.001333333, ,0.001,0.001,0,0.000666667, ,,
561,0.001,0.001,0.001,0.001, ,0,0,0.001,0.000333333, ,,
562,0.001,0.001,0.001,0.001, ,0.001,0.001,0,0.000666667, ,,
563,0.001,0.002,0.001,0.001333333, ,0,0.001,0.001,0.000666667, ,,
564,0.002,0.001,0.001,0.001333333, ,0.001,0,0.001,0.000666667, ,,
565,0.001,0.001,0.001,0.001, ,0,0.001,0,0.000333333, ,,
566,0.001,0.001,0.001,0.001, ,0.001,0,0.001,0.000666667, ,,
567,0.001,0.001,0.001,0.001, ,0,0.001,0,0.000333333, ,,
568,0.001,0.001,0.002,0.001333333, ,0,0,0.001,0.000333333, ,,
569,0.001,0.001,0.001,0.001, ,0.001,0.001,0.001,0.001, ,,
570,0.002,0.002,0.001,0.001666667, ,0,0,0,0, ,,
571,0.001,0.001,0.001,0.001, ,0.001,0.001,0.001,0.001, ,,
572,0.001,0.001,0.001,0.001, ,0,0,0.001,0.000333333, ,,
573,0.001,0.001,0.002,0.001333333, ,0.001,0.001,0,0.000666667, ,,
574,0.002,0.001,0.001,0.001333333, ,0,0,0.001,0.000333333, ,,
575,0.001,0.001,0.001,0.001, ,0,0.001,0,0.000333333, ,,
576,0.001,0.001,0.001,0.001, ,0.001,0,0.001,0.000666667, ,,
577,0.001,0.002,0.001,0.001333333, ,0,0.001,0,0.000333333, ,,
578,0.002,0.001,0.001,0.001333333, ,0.001,0.001,0.001,0.001, ,,
579,0.001,0.001,0.001,0.001, ,0,0,0.001,0.000333333, ,,
580,0.007,0.001,0.002,0.003333333, ,0.001,0.001,0,0.000666667, ,,
581,0.001,0.001,0.001,0.001, ,0,0,0.001,0.000333333, ,,
582,0.002,0.001,0.001,0.001333333, ,0.001,0.001,0.001,0.001, ,,
583,0.001,0.001,0.001,0.001, ,0,0,0,0, ,,
584,0.001,0.001,0.001,0.001, ,0.001,0.001,0.001,0.001, ,,
585,0.001,0.002,0.002,0.001666667, ,0,0,0,0, ,,
586,0.001,0.001,0.001,0.001, ,0.001,0.001,0.001,0.001, ,,
587,0.001,0.001,0.001,0.001, ,0,0,0,0, ,,
588,0.002,0.001,0.001,0.001333333, ,0.001,0.001,0.001,0.001, ,,
589,0.001,0.001,0.001,0.001, ,0,0,0.001,0.000333333, ,,
590,0.001,0.001,0.001,0.001, ,0.001,0.001,0,0.000666667, ,,
591,0.001,0.001,0.002,0.001333333, ,0,0.001,0.001,0.000666667, ,,
592,0.001,0.002,0.001,0.001333333, ,0.001,0,0.001,0.000666667, ,,
593,0.001,0.001,0.001,0.001, ,0,0.001,0,0.000333333, ,,
594,0.002,0.001,0.001,0.001333333, ,0.001,0,0.001,0.000666667, ,,
595,0.001,0.001,0.001,0.001, ,0,0.001,0.001,0.000666667, ,,
596,0.001,0.001,0.002,0.001333333, ,0.001,0,0.001,0.000666667, ,,
597,0.001,0.001,0.001,0.001, ,0.001,0.001,0.001,0.001, ,,
598,0.001,0.001,0.002,0.001333333, ,0.001,0.001,0,0.000666667, ,,
599,0.001,0.002,0.002,0.001666667, ,0,0.001,0.001,0.000666667, ,,
600,0.002,0.001,0.006,0.003, ,0.001,0,0.001,0.000666667, ,,
601,0.001,0.001,0.001,0.001, ,0.001,0.001,0,0.000666667, ,,
602,0.001,0.001,0.001,0.001, ,0,0,0.001,0.000333333, ,,
603,0.001,0.001,0.001,0.001, ,0.001,0.001,0.001,0.001, ,,
604,0.001,0.001,0.002,0.001333333, ,0,0,0,0, ,,
605,0.002,0.001,0.001,0.001333333, ,0.001,0.001,0.001,0.001, ,,
606,0.001,0.002,0.001,0.001333333, ,0,0.001,0.001,0.000666667, ,,
607,0.001,0.001,0.001,0.001, ,0.001,0,0,0.000333333, ,,
608,0.001,0.001,0.001,0.001, ,0,0.001,0.001,0.000666667, ,,
609,0.001,0.001,0.002,0.001333333, ,0.001,0,0,0.000333333, ,,
610,0.001,0.001,0.001,0.001, ,0,0.001,0.001,0.000666667, ,,
611,0.002,0.001,0.001,0.001333333, ,0.001,0,0.001,0.000666667, ,,
612,0.001,0.001,0.001,0.001, ,0,0.001,0,0.000333333, ,,
613,0.001,0.002,0.001,0.001333333, ,0.001,0,0.001,0.000666667, ,,
614,0.001,0.001,0.002,0.001333333, ,0,0.001,0.001,0.000666667, ,,
615,0.001,0.001,0.001,0.001, ,0.001,0.001,0.001,0.001, ,,
616,0.002,0.002,0.001,0.001666667, ,0,0,0,0, ,,
617,0.001,0.001,0.001,0.001, ,0.001,0.001,0.001,0.001, ,,
618,0.001,0.001,0.002,0.001333333, ,0,0,0.001,0.000333333, ,,
619,0.001,0.002,0.001,0.001333333, ,0.001,0.001,0.001,0.001, ,,
620,0.001,0.001,0.001,0.001, ,0,0,0,0, ,,
621,0.001,0.001,0.001,0.001, ,0.001,0.001,0.001,0.001, ,,
622,0.001,0.002,0.001,0.001333333, ,0,0,0,0, ,,
623,0.001,0.001,0.001,0.001, ,0,0,0.001,0.000333333, ,,
624,0.002,0.001,0.002,0.001666667, ,0.001,0.001,0,0.000666667, ,,
625,0.001,0.001,0.001,0.001, ,0,0,0.001,0.000333333, ,,
626,0.001,0.001,0.001,0.001, ,0.001,0.001,0,0.000666667, ,,
627,0.001,0.002,0.001,0.001333333, ,0,0,0.001,0.000333333, ,,
628,0.001,0.001,0.001,0.001, ,0,0.001,0,0.000333333, ,,
629,0.001,0.002,0.001,0.001333333, ,0.001,0,0,0.000333333, ,,
630,0.001,0.001,0.002,0.001333333, ,0,0,0.001,0.000333333, ,,
631,0.002,0.001,0.001,0.001333333, ,0,0.001,0,0.000333333, ,,
632,0.001,0.002,0.001,0.001333333, ,0.001,0,0.001,0.000666667, ,,
633,0.001,0.001,0.001,0.001, ,0,0,0,0, ,,
634,0.001,0.001,0.001,0.001, ,0,0.001,0,0.000333333, ,,
635,0.001,0.001,0.002,0.001333333, ,0.001,0,0.001,0.000666667, ,,
636,0.001,0.002,0.001,0.001333333, ,0,0,0,0, ,,
637,0.001,0.001,0.001,0.001, ,0,0,0,0, ,,
638,0.002,0.001,0.001,0.001333333, ,0,0.001,0.001,0.000666667, ,,
639,0.001,0.001,0.001,0.001, ,0.001,0,0,0.000333333, ,,
640,0.001,0.007,0.001,0.003, ,0,0,0.001,0.000333333, ,,
641,0.001,0.001,0.002,0.001333333, ,0,0.001,0,0.000333333, ,,
642,0.001,0.001,0.001,0.001, ,0.001,0,0.001,0.000666667, ,,
643,0.002,0.002,0.001,0.001666667, ,0,0.001,0,0.000333333, ,,
644,0.001,0.002,0.001,0.001333333, ,0.001,0,0.001,0.000666667, ,,
645,0.001,0.001,0.001,0.001, ,0,0.001,0,0.000333333, ,,
646,0.001,0.001,0.002,0.001333333, ,0.001,0,0.001,0.000666667, ,,
647,0.001,0.001,0.001,0.001, ,0,0.001,0,0.000333333, ,,
648,0.001,0.002,0.001,0.001333333, ,0.001,0,0.001,0.000666667, ,,
649,0.002,0.001,0.001,0.001333333, ,0,0.001,0.001,0.000666667, ,,
650,0.001,0.001,0.001,0.001, ,0,0,0,0, ,,
651,0.001,0.001,0.001,0.001, ,0.001,0.001,0.001,0.001, ,,
652,0.001,0.001,0.002,0.001333333, ,0,0.001,0.001,0.000666667, ,,
653,0.001,0.002,0.001,0.001333333, ,0.001,0,0,0.000333333, ,,
654,0.001,0.001,0.001,0.001, ,0,0.001,0.001,0.000666667, ,,
655,0.002,0.001,0.001,0.001333333, ,0.001,0,0.001,0.000666667, ,,
656,0.001,0.002,0.001,0.001333333, ,0,0.001,0,0.000333333, ,,
657,0.001,0.001,0.001,0.001, ,0.001,0,0.001,0.000666667, ,,
658,0.001,0.001,0.002,0.001333333, ,0,0.001,0.001,0.000666667, ,,
659,0.001,0.001,0.001,0.001, ,0.001,0,0,0.000333333, ,,
660,0.001,0.002,0.001,0.001333333, ,0,0.001,0.001,0.000666667, ,,
661,0.001,0.001,0.001,0.001, ,0.001,0,0,0.000333333, ,,
662,0.002,0.001,0.001,0.001333333, ,0,0.001,0.001,0.000666667, ,,
663,0.001,0.002,0.002,0.001666667, ,0.001,0,0,0.000333333, ,,
664,0.001,0.001,0.001,0.001, ,0,0.001,0.001,0.000666667, ,,
665,0.001,0.001,0.001,0.001, ,0,0,0,0, ,,
666,0.001,0.002,0.001,0.001333333, ,0.001,0,0.001,0.000666667, ,,
667,0.002,0.001,0.001,0.001333333, ,0,0.001,0,0.000333333, ,,
668,0.001,0.001,0.001,0.001, ,0,0,0.001,0.000333333, ,,
669,0.002,0.001,0.002,0.001666667, ,0.001,0.001,0,0.000666667, ,,
670,0.001,0.001,0.001,0.001, ,0,0,0,0, ,,
671,0.001,0.002,0.001,0.001333333, ,0,0,0.001,0.000333333, ,,
672,0.001,0.001,0.001,0.001, ,0.001,0.001,0,0.000666667, ,,
673,0.001,0.001,0.001,0.001, ,0,0,0.001,0.000333333, ,,
674,0.001,0.001,0.002,0.001333333, ,0,0,0,0, ,,
675,0.002,0.001,0.001,0.001333333, ,0.001,0.001,0.001,0.001, ,,
676,0.001,0.001,0.001,0.001, ,0,0,0,0, ,,
677,0.001,0.001,0.001,0.001, ,0,0.001,0.001,0.000666667, ,,
678,0.001,0.001,0.001,0.001, ,0.001,0,0.001,0.000666667, ,,
679,0.001,0.001,0.001,0.001, ,0,0.001,0.001,0.000666667, ,,
680,0.001,0.001,0.002,0.001333333, ,0.001,0,0.001,0.000666667, ,,
681,0.002,0.002,0.001,0.001666667, ,0,0.001,0,0.000333333, ,,
682,0.006,0.001,0.001,0.002666667, ,0.001,0,0.001,0.000666667, ,,
683,0.001,0.001,0.001,0.001, ,0,0.001,0.001,0.000666667, ,,
684,0.001,0.002,0.001,0.001333333, ,0.001,0.001,0,0.000666667, ,,
685,0.002,0.001,0.002,0.001666667, ,0,0,0.001,0.000333333, ,,
686,0.001,0.002,0.001,0.001333333, ,0.001,0.001,0.001,0.001, ,,
687,0.001,0.001,0.001,0.001, ,0,0,0,0, ,,
688,0.001,0.001,0.001,0.001, ,0.001,0.001,0.001,0.001, ,,
689,0.001,0.001,0.001,0.001, ,0,0,0.001,0.000333333, ,,
690,0.002,0.001,0.001,0.001333333, ,0.001,0.001,0,0.000666667, ,,
691,0.001,0.002,0.001,0.001333333, ,0,0,0.001,0.000333333, ,,
692,0.001,0.001,0.002,0.001333333, ,0.001,0.001,0.001,0.001, ,,
693,0.001,0.001,0.001,0.001, ,0,0.001,0.001,0.000666667, ,,
694,0.001,0.002,0.001,0.001333333, ,0.001,0,0,0.000333333, ,,
695,0.001,0.001,0.001,0.001, ,0.001,0.001,0.001,0.001, ,,
696,0.002,0.001,0.001,0.001333333, ,0,0,0.001,0.000333333, ,,
697,0.001,0.002,0.001,0.001333333, ,0.001,0.001,0,0.000666667, ,,
698,0.001,0.001,0.002,0.001333333, ,0,0.001,0.001,0.000666667, ,,
699,0.001,0.001,0.001,0.001, ,0.001,0,0.001,0.000666667, ,,
700,0.001,0.001,0.001,0.001, ,0,0.001,0.001,0.000666667, ,,
701,0.001,0.002,0.001,0.001333333, ,0.001,0,0.001,0.000666667, ,,
702,0.001,0.001,0.007,0.003, ,0,0.001,0,0.000333333, ,,
703,0.002,0.002,0.001,0.001666667, ,0.001,0.001,0.001,0.001, ,,
704,0.001,0.001,0.001,0.001, ,0,0,0.001,0.000333333, ,,
705,0.001,0.002,0.002,0.001666667, ,0.001,0.001,0.001,0.001, ,,
706,0.001,0.002,0.001,0.001333333, ,0.001,0.001,0.001,0.001, ,,
707,0.002,0.001,0.001,0.001333333, ,0,0.001,0.001,0.000666667, ,,
708,0.001,0.002,0.001,0.001333333, ,0.001,0.001,0.001,0.001, ,,
709,0.001,0.001,0.001,0.001, ,0.001,0,0.001,0.000666667, ,,
710,0.001,0.001,0.002,0.001333333, ,0,0.001,0,0.000333333, ,,
711,0.001,0.002,0.001,0.001333333, ,0.001,0.001,0.001,0.001, ,,
712,0.001,0.001,0.001,0.001, ,0.001,0.001,0.001,0.001, ,,
713,0.002,0.001,0.001,0.001333333, ,0.001,0,0.001,0.000666667, ,,
714,0.001,0.002,0.001,0.001333333, ,0,0.001,0.001,0.000666667, ,,
